title,stars,text,predicted_sentiment
Pizza Hut - Union Place,3,significant degrade quality pizzas noted last months 👎,negative
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,good service helpful staff,positive
Pizza Hut - Union Place,5,best pizza hut along dehiwala one sufficient parking best service nice outlet,positive
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,5,nice,positive
Pizza Hut - Union Place,1,go asked order online n collect fr shop,negative
Pizza Hut - Union Place,5,cool time took prepare bit,positive
Pizza Hut - Union Place,5,quick service good value money,positive
Pizza Hut - Union Place,5,great food excellent service comfortable cozy environment inside minus point walk long distance reach wash basins wash rooms,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,good customer service,positive
Pizza Hut - Union Place,2,ужасное обслуживание ну и подача блюда чуть ли не кинули на стол перед лицом нашим запахи в этой пиццерии такое ощущение что попал в столовую самого низкого класса посуда пахнет не мытым чем то безобразным по запаху не понятно даже что ешь попросили пиццу без лука но луком пахла посуда или пицца мы уже не могли разобрать весь сервис кружиться только вокруг пандемии и безопасности и совсем забыли что это ресторан а не больничный центр и то что мы пришли вообще будто напрягали весь коллектив пиццерии запомнился только cake с мороженным он был бесподобным только по этой причине я поставил две звёзды а не одну в хиккадуве были в pizza hut безупречная пиццерия советую,negative
Pizza Hut - Union Place,4,tasty high quality,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,fast service tasty good family treat,positive
Pizza Hut - Union Place,5,loved,positive
Pizza Hut - Union Place,5,great taste customer service good good outlets took sometime place order struggled tried redeem 20 offer crispy crust ok car parking space plenty tables available recommended,positive
Pizza Hut - Union Place,5,excellent 👍,positive
Pizza Hut - Union Place,5,super place,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,5,excellent customer service visit whole family,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,4,good place dine,positive
Pizza Hut - Union Place,5,excellent customer service,positive
Pizza Hut - Union Place,4,time preparation served hot courteous staff,positive
Pizza Hut - Union Place,1,never ever add extra cheese pay complained least 10 times dont seem learning peradeniya branch puts proper amount cheese everytime get annoyed everytime order colombo,negative
Pizza Hut - Union Place,1,waiting 15 minutes clean table didnt give spoons poor service worth money pizza best service pizza hut poor staff poor service didnt listen anyone,negative
Pizza Hut - Union Place,1,poor service signature mudium pan pizza veg,negative
Pizza Hut - Union Place,4,good ambience helpful staff good food,positive
Pizza Hut - Union Place,4,old old service mediocre,negative
Pizza Hut - Union Place,5,good food quality time❤,positive
Pizza Hut - Union Place,5,delicious pizzas 🍕 specially butter chicken,positive
Pizza Hut - Union Place,5,favorite pizza place though commercial family still prefer pizza hut variety quality,positive
Pizza Hut - Union Place,5,take away available early 2021 days due covid usual quality well maintained,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,4,usual pizza quite alright good variety,positive
Pizza Hut - Union Place,5,great servicethanks,positive
Pizza Hut - Union Place,5,love service,positive
Pizza Hut - Union Place,5,actually cool place visit fellow mates customer services good friendly,positive
Pizza Hut - Union Place,1,rubish eat anyone,negative
Pizza Hut - Union Place,1,february 14 2021 1828 service person ready listen hurry plate chipped ordered 2 classic personal pan pizzas said usually take 15 minutes ive waiting 45mins im disappointed today ruined whole hunger received one pizza pizza served 15mins please look needful,negative
Pizza Hut - Union Place,5,great place,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,5,lovely place,positive
Pizza Hut - Union Place,4,good place friendly staffs,positive
Pizza Hut - Union Place,4,tried 2 new recepies popcorn chicken good didnt like one,negative
Pizza Hut - Union Place,5,great place dine loved ones variety offers u choosedefinitely good place nice meal100 recommended 👍👍,positive
Pizza Hut - Union Place,3,👌,negative
Pizza Hut - Union Place,4,good service good staff thank,positive
Pizza Hut - Union Place,5,super cool coolest staff ever,positive
Pizza Hut - Union Place,5,always best,positive
Pizza Hut - Union Place,5,lovely service,positive
Pizza Hut - Union Place,5,awesome,positive
Pizza Hut - Union Place,5,really great place meal,positive
Pizza Hut - Union Place,5,service great,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,best pizza hut outlet sri lanka fantastic staff quick service,positive
Pizza Hut - Union Place,5,cosy private place long chat,negative
Pizza Hut - Union Place,4,covid safe resturant,positive
Pizza Hut - Union Place,5,easy buy delicious,positive
Pizza Hut - Union Place,5,good quick service,positive
Pizza Hut - Union Place,5,wow super,positive
Pizza Hut - Union Place,3,pizza wasnt great alli think pizza hut lost glory sometime back,negative
Pizza Hut - Union Place,4,good customer service,positive
Pizza Hut - Union Place,5,great service,positive
Pizza Hut - Union Place,5,best pizza,positive
Pizza Hut - Union Place,5,friendly staff relaxing environment huge space food also nice,positive
Pizza Hut - Union Place,5,best pizza,positive
Pizza Hut - Union Place,5,foods,positive
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,5,boy served helped us 19th sep super unoin place pizza hut good place 💪,positive
Pizza Hut - Union Place,4,great service relatively bigger pizza hut outlets,positive
Pizza Hut - Union Place,5,loved food delayed bit,positive
Pizza Hut - Union Place,5,super tasty 😋,positive
Pizza Hut - Union Place,2,cutlery given limited spacing tables unfriendly staff,negative
Pizza Hut - Union Place,5,superb,positive
Pizza Hut - Union Place,5,service great need bit careful handling customers request requested zero coke bottle received coke cup could verify whether actually zero coke regular coke,negative
Pizza Hut - Union Place,5,crowded times,negative
Pizza Hut - Union Place,5,good reintroduce spicy veggie paneer topping really delicious👍👍,positive
Pizza Hut - Union Place,5,delicious food 😋 good service,positive
Pizza Hut - Union Place,5,excellent service,positive
Pizza Hut - Union Place,5,tasty pizza served clean warm usual pandemictimeshandwash provided entrance friendly service quickserving food ample space plenty room couples families actually called topnotch pizzahut branch lot,positive
Pizza Hut - Union Place,5,good place pizza,positive
Pizza Hut - Union Place,1,bad service,negative
Pizza Hut - Union Place,5,friendly staff,positive
Pizza Hut - Union Place,5,delicious 😋,positive
Pizza Hut - Union Place,5,good place buy pizzas good staff,positive
Pizza Hut - Union Place,5,good place like it👍,positive
Pizza Hut - Union Place,5,fine cosy spot ages chillouts smallteam celebrations good range varieties kinds food lovers,positive
Pizza Hut - Union Place,5,friendly staff,positive
Pizza Hut - Union Place,5,nice staff little bit noisy though,positive
Pizza Hut - Union Place,1,good service,positive
Pizza Hut - Union Place,5,awesome 👌,positive
Pizza Hut - Union Place,5,like pizza’s branch manage safety procedures covid19 feel safe visit store friendly staff,neutral
Pizza Hut - Union Place,5,🔥,negative
Pizza Hut - Union Place,3,portions getting smaller usual sometime even fully cooked highly disappointed,negative
Pizza Hut - Union Place,5,lovely place go slice pizza loved ones place well packed clean foods tasty,positive
Pizza Hut - Union Place,4,good timely,positive
Pizza Hut - Union Place,5,best pizza hut colombo good service tasty pizzas,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,5,really good,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,4,operating comply health guidance still enjoy meal together,positive
Pizza Hut - Union Place,5,great ambience service,positive
Pizza Hut - Union Place,5,best place,positive
Pizza Hut - Union Place,5,tasty pizza,positive
Pizza Hut - Union Place,5,best,positive
Pizza Hut - Union Place,4,taste pizza accomodate big crowd,positive
Pizza Hut - Union Place,5,best place pizza colombo service good nice place,positive
Pizza Hut - Union Place,2,went place promotion theyve sent phone place rather packed packed based review written first asked sit one place asked us move another convenient us im like whaat already browsing menu waiter spoke sinhala sth admirable first tone bit sarcastic sure like maybe tired thats guess staff took time bring food well expect fast food joint considering substantial number customers lethargic service didnt drinks want gave quite number excuses alternatives us dude dont dont isnt available dont need hear excuses consider opportunity cost let go,negative
Pizza Hut - Union Place,5,great service plenty space small gathering thin crust pizza recommended,positive
Pizza Hut - Union Place,4,superb baked wings,positive
Pizza Hut - Union Place,4,friendly staff good customer service nice place visit family hope guys visit 😊😊😊👍👍,positive
Pizza Hut - Union Place,1,lack customer service,negative
Pizza Hut - Union Place,5,best lime soda island,positive
Pizza Hut - Union Place,5,best services great food potato wedges worth price tasty tho quantity really less,negative
Pizza Hut - Union Place,1,noisy think disco need lunch meeting avoid,negative
Pizza Hut - Union Place,5,fast service,positive
Pizza Hut - Union Place,4,fantastic place gearup staff cool loved,positive
Pizza Hut - Union Place,4,course part global chain standards uniform got two new flavours available pakistan,positive
Pizza Hut - Union Place,5,good place eat,positive
Pizza Hut - Union Place,5,great environment,positive
Pizza Hut - Union Place,5,good outlets,positive
Pizza Hut - Union Place,1,poor customer service table attended rizmy wait 30 minutes get bill could easily gone away without paying bill even checking table inexperienced staff wasted valuable time,negative
Pizza Hut - Union Place,4,premium pizza experience,positive
Pizza Hut - Union Place,5,yum,positive
Pizza Hut - Union Place,5,best location give supprise bday party,positive
Pizza Hut - Union Place,5,visited pizza hut recently great time friendly staff works helps every way recommend place check,positive
Pizza Hut - Union Place,5,good place good service,positive
Pizza Hut - Union Place,5,friendly helpful courteous staff really enjoyed time family 🙂,positive
Pizza Hut - Union Place,5,staff great wonderful job best,positive
Pizza Hut - Union Place,5,great ambience amazing food friendly service pricey yes well worth,positive
Pizza Hut - Union Place,3,quality pizza good,positive
Pizza Hut - Union Place,5,well trained professional staffs perfect customer service ❤️,positive
Pizza Hut - Union Place,3,garlic bread mark rest food good,positive
Pizza Hut - Union Place,1,thought i’d try thin crust pizza bad idea worst pizza i’ve ever tasteless bland nothing like traditional thin crust margherita thin slightly burnt layer cheese tomatoes wasn’t single basil leaf cheese fresh stringy dry palatable wash drink hungry even worth price rs800,negative
Pizza Hut - Union Place,5,given excellent service,positive
Pizza Hut - Union Place,5,love,positive
Pizza Hut - Union Place,5,love delight pizza low service charges giving good service 😀,positive
Pizza Hut - Union Place,5,working around union place best pizza hut go,positive
Pizza Hut - Union Place,5,friendly staff,positive
Pizza Hut - Union Place,4,prompt friendly service,positive
Pizza Hut - Union Place,4,perhaps first outlets colombo good interior service quite efficient,positive
Pizza Hut - Union Place,4,long time ago favorite pizza outlet colombo salad buffet love sometime removed reason still staff friendly helpful shouldnt go weekend want spend quality time enjoy food super crowded reasonable prices delicious menu fresh ingredients yet time quality goes little bit cheese meat vegetable right ratio compare dough kids play area parking available,positive
Pizza Hut - Union Place,5,tasty,positive
Pizza Hut - Union Place,3,one largest outlets colombo city,positive
Pizza Hut - Union Place,2,furchtbar hier sollte pizza hut einfach mal kontrollen einführen und strengere auflagen geben,negative
Pizza Hut - Union Place,5,best customer service,positive
Pizza Hut - Union Place,5,excelent service delivered best pizza thankz guys,positive
Pizza Hut - Union Place,3,good,positive
Pizza Hut - Union Place,5,lovely,positive
Pizza Hut - Union Place,5,nice atmosphere place well maintained children pay area occupy kids food arrive staff friendly take long time serve food use inform exact times dish ready couple years ago nice tradition anymore parking inadequate,negative
Pizza Hut - Union Place,5,satisfied,positive
Pizza Hut - Union Place,5,nice staff pizza take 15 min get prepared clean always crowdy unless week end holiday nice place hangout,positive
Pizza Hut - Union Place,5,nice place friendly service tasty food enters pizza hut welcomed nice smile took table order placed served quickly recommend place pizza,positive
Pizza Hut - Union Place,4,good variety pizzas friendly staff good service,positive
Pizza Hut - Union Place,5,super,positive
Pizza Hut - Union Place,4,always find going back butter chicken masala double chicken cheese chicken bbq pan pizza toppings love veg baked rice affordable long wait food check,negative
Pizza Hut - Union Place,5,home first pizza hut open sri lanka place probably serves best large dinning area parking available check offers make order large pan pizzas start rs1710,negative
Pizza Hut - Union Place,5,best celebrations,positive
Pizza Hut - Union Place,5,clean good service,positive
Pizza Hut - Union Place,3,ok,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,love place good service,positive
Pizza Hut - Union Place,4,good foodgood service,positive
Pizza Hut - Union Place,4,good food quick service,positive
Pizza Hut - Union Place,5,favorite place grab pizza chicken soup available one favorite,positive
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,5,fresh tasty pizza dine best,positive
Pizza Hut - Union Place,5,tasty pizzas efficient staff,positive
Pizza Hut - Union Place,5,first pizza hut outlet sri lanka service good fast,positive
Pizza Hut - Union Place,5,excellent service especially hashini proactive staff,positive
Pizza Hut - Union Place,4,dinner food pizza hut always used taste good still freshly prepared pizzas ambiance comfortable always staff friendly welcoming overall experience wonderful worth visit definitely,positive
Pizza Hut - Union Place,5,quick service,positive
Pizza Hut - Union Place,5,great place superb service,positive
Pizza Hut - Union Place,5,another pizzzhut place room places colombo,negative
Pizza Hut - Union Place,4,pizza ingredients less however feel tasty,negative
Pizza Hut - Union Place,4,best outlet among others extra care food service even also supportive helped group add sauce since new helped,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,1,service sucks,negative
Pizza Hut - Union Place,5,good service chamodani,positive
Pizza Hut - Union Place,5,ms chamodini good service,positive
Pizza Hut - Union Place,5,mschamodini good service good person,positive
Pizza Hut - Union Place,5,بيتزا معروفة وغنية عن التعريف,negative
Pizza Hut - Union Place,5,nice atmosphere friendly staff loved place compared pizza hut shops,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,5,fast service among pizzahut branches,positive
Pizza Hut - Union Place,5,never stopped loving,positive
Pizza Hut - Union Place,3,good,positive
Pizza Hut - Union Place,4,good fine dining service good food good usual,positive
Pizza Hut - Union Place,5,great service,positive
Pizza Hut - Union Place,4,good quality food,positive
Pizza Hut - Union Place,4,fast tasty usual,positive
Pizza Hut - Union Place,4,😋,negative
Pizza Hut - Union Place,4,staff friendly pizza ordered ok however lava cake worth price overall food good,positive
Pizza Hut - Union Place,5,veryyyy tastyyy,positive
Pizza Hut - Union Place,4,place real tasty pizzas,positive
Pizza Hut - Union Place,4,good food service,positive
Pizza Hut - Union Place,4,garlic bread 진짜 맛있음 속은 촉촉하고 겉은 바삭바삭함 chicken bbq 는 less salty 해도 짜다 bbq 치킨이 더 맛있고 좀 덜 짜다 가격은 조금 더 높지만 더 맛있음 cheese lover피자는 치즈 본연의 맛과 토마토 소스 맛으로 꽉참 저번에 마르게리따 피자를 더 맛있게 먹었음 다만 가끔 식탁이 찐득하고 냄새가 날때가 있음,negative
Pizza Hut - Union Place,5,👌🍕🍕,negative
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,5,pizzalar güzel,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,4,good ambient,positive
Pizza Hut - Union Place,4,nice place recommend hand washing area bit far dinning area looks like waiters troubling handle crowds waiters forgets ordered items times want best service,negative
Pizza Hut - Union Place,5,excellent service,positive
Pizza Hut - Union Place,5,😋😍,negative
Pizza Hut - Union Place,3,good place little rush,positive
Pizza Hut - Union Place,3,wait delivery time even simple pizza pick,negative
Pizza Hut - Union Place,5,today friends bday surprice dinner team service attractive time welcome us door step really thank sooo much union place pizza hut team guys really awsome,positive
Pizza Hut - Union Place,5,super,positive
Pizza Hut - Union Place,5,friendly staff good service good food,positive
Pizza Hut - Union Place,5,love,positive
Pizza Hut - Union Place,5,great service,positive
Pizza Hut - Union Place,1,crowded service slow unprofessional,negative
Pizza Hut - Union Place,5,good place pizza busy way,positive
Pizza Hut - Union Place,5,friendly place comfortable convenient may good business meetings definitely good gang friends dont forget ring bell right near entrance enjoy meal p,positive
Pizza Hut - Union Place,4,food always good economical,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,🍕🍕🍕🍕🍕🍕🍕🍕 😍,negative
Pizza Hut - Union Place,4,one popular pizza joints sri lanka bit crowded specially fridays staff well trained parking spaces available,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,3,good take sone times serve,positive
Pizza Hut - Union Place,5,semma place,positive
Pizza Hut - Union Place,1,service slow,negative
Pizza Hut - Union Place,5,👌,negative
Pizza Hut - Union Place,5,good customer care,positive
Pizza Hut - Union Place,5,greater service staff delivery time promised,positive
Pizza Hut - Union Place,5,friendly service,positive
Pizza Hut - Union Place,5,loved place ambiance taste👍,positive
Pizza Hut - Union Place,4,good food,positive
Pizza Hut - Union Place,4,best ever pizza hut visited sri lanka friendly staff warmly welcome service impressive concern took little bit time take order diliver food perfect place dine,positive
Pizza Hut - Union Place,5,excellent,positive
Pizza Hut - Union Place,3,good staff parking space menu normal pizza hut inside environment fascinating highly organised,positive
Pizza Hut - Union Place,5,friendly staff kids get play little,positive
Pizza Hut - Union Place,4,nice,positive
Pizza Hut - Union Place,4,good treatment staff much appreciated couldnt complain anything except cheese bit much,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,4,excellent service,positive
Pizza Hut - Union Place,3,good takes time,positive
Pizza Hut - Union Place,4,good place something special,positive
Pizza Hut - Union Place,3,ok,positive
Pizza Hut - Union Place,1,managers store rude specially younger managers big attitude rude new garlic bread supreme horrible august2019 also new menu deleted old food items managers store give pizza hut guest survey discount pizza hut unacceptable rest pizza hut store managers give discount valuable information provide parent pizza hut company union place pizza huts managers refuse give discount,negative
Pizza Hut - Union Place,5,energetic good service weekend offer times wait,positive
Pizza Hut - Union Place,5,awesome place,positive
Pizza Hut - Union Place,4,many deals choose,positive
Pizza Hut - Union Place,5,food amazing totally different better outlets loved visit,positive
Pizza Hut - Union Place,4,ok gurd playarea horrible,negative
Pizza Hut - Union Place,1,thing burnt pizza extra crust head pizza hut union place definitely satisfy,positive
Pizza Hut - Union Place,3,theres long waiting time provide menu first get order provide order within like 20 minutes,negative
Pizza Hut - Union Place,5,great place great customer service 🔥🤙,positive
Pizza Hut - Union Place,5,superb service,positive
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,5,favorite place,positive
Pizza Hut - Union Place,5,good palce,positive
Pizza Hut - Union Place,5,yummy,positive
Pizza Hut - Union Place,5,great experience itz delicious cheese balls amazing,positive
Pizza Hut - Union Place,5,good place eat,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,excellent service prompt staff nice ambience,positive
Pizza Hut - Union Place,3,convenience,positive
Pizza Hut - Union Place,5,excellent food service,positive
Pizza Hut - Union Place,3,food delicious service great bad experience 2 times,positive
Pizza Hut - Union Place,5,friendly place pizza,positive
Pizza Hut - Union Place,3,food good noisy,positive
Pizza Hut - Union Place,5,long time took kids fantastic service kids enjoyed food much,positive
Pizza Hut - Union Place,4,fast service,positive
Pizza Hut - Union Place,4,great food great service,positive
Pizza Hut - Union Place,5,delicious food good service,positive
Pizza Hut - Union Place,5,super place,positive
Pizza Hut - Union Place,5,nice family gathering good staff service mention amazing pizza,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,4,pity beer,negative
Pizza Hut - Union Place,3,food great noisy playing songs high volume,positive
Pizza Hut - Union Place,5,really good service,positive
Pizza Hut - Union Place,5,best pizzas great taste,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,5,good place taste pizzas friendly staff polite always smiling faces good fast customer service many crowded enjoy pizza family lover peacefully arrange birthday parties well arrange separate section highly recommended place,positive
Pizza Hut - Union Place,5,good taste super cool pizza hut nice place place dinner lunch family friends,positive
Pizza Hut - Union Place,5,🍕 🍕 great services,positive
Pizza Hut - Union Place,5,fabulous,positive
Pizza Hut - Union Place,4,staff friendly food fast tasty superb cleaning excellent outlet others,positive
Pizza Hut - Union Place,5,good pizzaaffordable party packages,positive
Pizza Hut - Union Place,4,great place get together good looking interior,positive
Pizza Hut - Union Place,5,one oldest pizza hut sri lanka,positive
Pizza Hut - Union Place,5,customer service awesome,positive
Pizza Hut - Union Place,3,nice food,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,5,wow,positive
Pizza Hut - Union Place,5,loving,positive
Pizza Hut - Union Place,5,excrlent,negative
Pizza Hut - Union Place,5,spacious staff efficient friendly,positive
Pizza Hut - Union Place,5,good pizza good people,positive
Pizza Hut - Union Place,5,best palcee eat pizza,positive
Pizza Hut - Union Place,5,staff cool friendly food amazing cooked perfectlyno soggy crust ever,positive
Pizza Hut - Union Place,5,good place pizza spacious place service good,positive
Pizza Hut - Union Place,5,love,positive
Pizza Hut - Union Place,2,biggest pizza hut visit sri lanka 👍 plenty parking available 👍 want order food really hard get someone come table 👎 food okay rice dish good chicken wings totally rip 👎,negative
Pizza Hut - Union Place,4,union place outlet friendly active staff theres large area pizzahut outlets parking available washrooms far away,negative
Pizza Hut - Union Place,4,good place pizza area waiting time high since gets crowded usually seating space quite good theres varieties pizzas choose flagship outlet deliveries nearby requests also fullfilled issue waiting time took upto 30 minutes place recommendable,positive
Pizza Hut - Union Place,5,big restaurant ample seating space ordered triple meat fest pizza relished u place order wait 15 20 min restaurant full may wait longer busy hours otherwise thumbs,negative
Pizza Hut - Union Place,3,taking orders billing slow felt food bit greesy,negative
Pizza Hut - Union Place,4,first pizza hut restaurant sri lanka,positive
Pizza Hut - Union Place,5,best ever pizza hut visited far largest hut different creative interiors orders taken customer tables staffs highly recommended families friends couples whoever,positive
Pizza Hut - Union Place,5,nice place,positive
Pizza Hut - Union Place,4,good place hut totally different pizza hut nice place enough parking slots,positive
Pizza Hut - Union Place,5,super service,positive
Pizza Hut - Union Place,4,best pizza hut colombo,positive
Pizza Hut - Union Place,5,find service food standards best pizza huts colombo,negative
Pizza Hut - Union Place,1,food belongs halal dont want eat pay halal halal unnecessary someone doesnt want halal put notice infront restaurant saying serve halal,negative
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,❤️❤️❤️,negative
Pizza Hut - Union Place,1,burnt wings,negative
Pizza Hut - Union Place,5,calm quiet,negative
Pizza Hut - Union Place,5,great service,positive
Pizza Hut - Union Place,4,much noices,negative
Pizza Hut - Union Place,4,everything good,positive
Pizza Hut - Union Place,5,good atmosphere friendly staff,positive
Pizza Hut - Union Place,5,service ambiance excellent good groups couples well parking available,positive
Pizza Hut - Union Place,5,friendly staff,positive
Pizza Hut - Union Place,5,good place hang,positive
Pizza Hut - Union Place,5,pizza hut place upbeat staff nice friendly food expect pizza hut atmosphere vibrant good place couple people dinner,positive
Pizza Hut - Union Place,4,best wishes service girl,positive
Pizza Hut - Union Place,4,staff good,positive
Pizza Hut - Union Place,4,probably best pizzahut outlet among pizza hut outlets sri lanka great atmosphere,positive
Pizza Hut - Union Place,5,first pizza hut outlet opened country still savours original dishes service great spacious dining,positive
Pizza Hut - Union Place,5,good place eat,positive
Pizza Hut - Union Place,5,always best place hangout friends,positive
Pizza Hut - Union Place,5,friendly hospitality happy,positive
Pizza Hut - Union Place,5,great service quick food serving time,positive
Pizza Hut - Union Place,5,place pretty awesome ❤️,positive
Pizza Hut - Union Place,3,still got vibe thing miss old salad bar soups union place outlet cozy family place throughout years guess lost touch new look staff superb food good,positive
Pizza Hut - Union Place,4,nice,positive
Pizza Hut - Union Place,5,good wrost service,positive
Pizza Hut - Union Place,4,pizza lover choice,positive
Pizza Hut - Union Place,2,expected,negative
Pizza Hut - Union Place,5,friendly staff 6 star service probably best pizza hut colombo,positive
Pizza Hut - Union Place,3,place spend valuable time money,positive
Pizza Hut - Union Place,2,ليس نفس مستوى بيتزاهت في الدول الاخرى ابداااااا,negative
Pizza Hut - Union Place,5,best pizza excellent service union place crew good job guys keep 🔥,positive
Pizza Hut - Union Place,4,cook pizza 15 minutes better check online discount campaign promotions always,negative
Pizza Hut - Union Place,4,spacious compare pizzahut outlets decent parking facility available,positive
Pizza Hut - Union Place,4,order pizza make sure dont ask put extra cheese coz point add money bill cheese pizza everything quite good,positive
Pizza Hut - Union Place,5,love 😍😋,positive
Pizza Hut - Union Place,5,nice staff posh place great meal loved ones,positive
Pizza Hut - Union Place,4,food good allowed buy drink 2 liter beverages,positive
Pizza Hut - Union Place,5,excellent foodfriendly staffgreat place dine good play area kids,positive
Pizza Hut - Union Place,5,traditional pizza pork,negative
Pizza Hut - Union Place,5,nice place visit hurry place visit✌️✌️✌️,positive
Pizza Hut - Union Place,4,crowded times,negative
Pizza Hut - Union Place,4,friendly environment,positive
Pizza Hut - Union Place,5,one usual stops food always great variety improved though portion sizes reduced service always attentive friendly efficient busy days seating bit cramped one favourite branches,positive
Pizza Hut - Union Place,1,hate,negative
Pizza Hut - Union Place,4,good place take family eat pizza dinner attention customer improve bit nice place sny way,positive
Pizza Hut - Union Place,5,love place,positive
Pizza Hut - Union Place,4,location,positive
Pizza Hut - Union Place,5,wonderful time,positive
Pizza Hut - Union Place,5,good place eat meals enjoing friends,positive
Pizza Hut - Union Place,4,service delayed thricehot fresh products,negative
Pizza Hut - Union Place,3,staff really friendly food great good atmosphere play area back ages😉,positive
Pizza Hut - Union Place,5,good customer care took long time bring food,positive
Pizza Hut - Union Place,1,😤😤😤,negative
Pizza Hut - Union Place,5,good place spend friends dont try ice cream worthy,positive
Pizza Hut - Union Place,4,junk food eat fat,negative
Pizza Hut - Union Place,5,staff help entertaining,positive
Pizza Hut - Union Place,5,service exceptional,positive
Pizza Hut - Union Place,4,best pizza place colombo,positive
Pizza Hut - Union Place,5,awesome food awesome service best place eat pizza area,positive
Pizza Hut - Union Place,3,customer service definitely needs improvement,negative
Pizza Hut - Union Place,5,fascinating good food 🍽️🍻🤩😍✔️,positive
Pizza Hut - Union Place,1,pizza ok dont try fresh juices experience horrible even got seeds juice cant drink tell blend give feel oweful consume,negative
Pizza Hut - Union Place,5,great service,positive
Pizza Hut - Union Place,5,good place friendly staff good service,positive
Pizza Hut - Union Place,4,friendly efficient service great food responsible staff however washrooms could kept clean improve better customer service since found stinking last time visited place nice place relax enjoy lovely pizza range hot cold beverages choice,positive
Pizza Hut - Union Place,4,good place pizza go offer,positive
Pizza Hut - Union Place,4,good quick pizza hurry,positive
Pizza Hut - Union Place,4,good place,positive
Pizza Hut - Union Place,3,taste good,positive
Pizza Hut - Union Place,4,good food wide selection menu,positive
Pizza Hut - Union Place,4,fine place hang friendly stuff first pizza hut established sri lanka guess,positive
Pizza Hut - Union Place,5,good service,positive
Pizza Hut - Union Place,4,great dining place,positive
Pizza Hut - Union Place,1,skip meat vegetables mostly thin layer cheese doughy oil soaked bread thats tossed oven,negative
Pizza Hut - Union Place,4,dont remember time place wasnt crowded long place isnt fully packed seating ordering process takes 5 mins takes food arrive kinda worth wait staff efficient friendly helpful dont forget ring bell leave,negative
Pizza Hut - Union Place,5,nice,positive
Pizza Hut - Union Place,5,top place visit good food good service,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,5,wow best pizza place ever great customer service tasty pizzas loved family lot,positive
Pizza Hut - Union Place,5,good customer service,positive
Pizza Hut - Union Place,5,friendly staff great food,positive
Pizza Hut - Union Place,5,good kids birthday room,positive
Pizza Hut - Union Place,5,best place pizza,positive
Pizza Hut - Union Place,5,wonderful noon girlfriend ate nice cheesy pizza really nice delicious extra pepper,positive
Pizza Hut - Union Place,5,good place hand,positive
Pizza Hut - Union Place,4,food nice good friendly service,positive
Pizza Hut - Union Place,5,superb staff,positive
Pizza Hut - Union Place,5,good service friendly staff good space nice interior,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,4,staff good attentive children food great,positive
Pizza Hut - Union Place,5,pizza hut union place fine restaurant,positive
Pizza Hut - Union Place,5,busy worth wait everytime,negative
Pizza Hut - Union Place,5,always pleasure,positive
Pizza Hut - Union Place,5,best place office farewell party food really good tried new additions menu cuttlefish pizza 👌,positive
Pizza Hut - Union Place,4,takes little time get food,negative
Pizza Hut - Union Place,4,place hasnt changed much since beginning customer service brilliant flagship store food somewhat consistent throughout years,positive
Pizza Hut - Union Place,4,quite small place probably crowded noisy give order within 15 mins parking also available theres bell customers ring great time,neutral
Pizza Hut - Union Place,5,nice calm quiet place chill buddies give good customer service,positive
